time,pv,cv,sp,kp,ki,kd,sp_change,time_sec
7714000,19.979,55.90533,20,45,9.91,51.08,False,7714.0
7714500,19.9738,47.48225,20,45,9.91,51.08,False,7714.5
7715000,19.9738,47.48333,20,45,9.91,51.08,False,7715.0
7715500,20.0154,57.59547,20,45,9.91,51.08,False,7715.5
7716000,19.9894,55.87639,20,45,9.91,51.08,False,7716.0
7716500,19.9738,47.46662,20,45,9.91,51.08,False,7716.5
7717000,19.9894,50.68145,20,45,9.91,51.08,False,7717.0
7717500,19.9582,54.41334,20,45,9.91,51.08,False,7717.5
7718000,19.9478,55.6499,20,45,9.91,51.08,False,7718.0
7718500,19.9426,44.58103,20,45,9.91,51.08,False,7718.5
7719000,19.9478,53.76077,20,45,9.91,51.08,False,7719.0
7719500,19.9582,61.4614,20,45,9.91,51.08,False,7719.5
7720000,19.9478,53.99276,20,45,9.91,51.08,False,7720.0
7720500,19.9634,53.56142,20,45,9.91,51.08,False,7720.5
7721000,19.9634,64.40405,20,45,9.91,51.08,False,7721.0
7721500,19.9894,58.18843,20,45,9.91,51.08,False,7721.5
7722000,19.9842,41.38859,20,45,9.91,51.08,False,7722.0
7722500,20.0206,68.15565,20,45,9.91,51.08,False,7722.5
7723000,20.0206,54.38657,20,45,9.91,51.08,False,7723.0
7723500,20.0154,59.61932,20,45,9.91,51.08,False,7723.5
7724000,20.0362,56.12057,20,45,9.91,51.08,False,7724.0
7724500,20.031,53.30925,20,45,9.91,51.08,False,7724.5
7725000,20.0466,49.75444,20,45,9.91,51.08,False,7725.0
7725500,20.0518,51.61702,20,45,9.91,51.08,False,7725.5
7726000,20.0674,54.46758,20,45,9.91,51.08,False,7726.0
7726500,20.0414,54.71492,20,45,9.91,51.08,False,7726.5
7727000,20.005,68.99068,20,45,9.91,51.08,False,7727.0
7727500,20.031,46.18735,20,45,9.91,51.08,False,7727.5
7728000,19.979,59.39799,20,45,9.91,51.08,False,7728.0
7728500,19.979,48.42596,20,45,9.91,51.08,False,7728.5
7729000,19.9842,60.84003,20,45,9.91,51.08,False,7729.0
7729500,19.9894,64.79626,20,45,9.91,51.08,False,7729.5
7730000,19.9894,73.24609,20,45,9.91,51.08,False,7730.0
7730500,20.031,34.21242,20,45,9.91,51.08,False,7730.5
7731000,20.0258,35.38043,20,45,9.91,51.08,False,7731.0
7731500,20.0518,56.15671,20,45,9.91,51.08,False,7731.5
7732000,20.0518,58.51983,20,45,9.91,51.08,False,7732.0
7732500,20.0414,48.12087,20,45,9.91,51.08,False,7732.5
7733000,20.0414,53.44083,20,45,9.91,51.08,False,7733.0
7733500,20.0102,54.47659,20,45,9.91,51.08,False,7733.5
7734000,19.9946,55.16568,20,45,9.91,51.08,False,7734.0
7734500,19.9686,47.48473,20,45,9.91,51.08,False,7734.5
7735000,19.9842,66.84263,20,45,9.91,51.08,False,7735.0
7735500,20.0102,58.18914,20,45,9.91,51.08,False,7735.5
7736000,19.9894,52.65274,20,45,9.91,51.08,False,7736.0
7736500,19.9946,49.06969,20,45,9.91,51.08,False,7736.5
7737000,19.979,54.78872,20,45,9.91,51.08,False,7737.0
7737500,20.0102,54.27285,20,45,9.91,51.08,False,7737.5
7738000,19.9738,40.73747,20,45,9.91,51.08,False,7738.0
7738500,19.9842,58.38839,20,45,9.91,51.08,False,7738.5
7739000,19.979,58.66292,20,45,9.91,51.08,False,7739.0
7739500,19.9686,56.0906,20,45,9.91,51.08,False,7739.5
7740000,19.979,51.41837,20,45,9.91,51.08,False,7740.0
7740500,19.9738,53.99553,20,45,9.91,51.08,False,7740.5
7741000,19.9894,62.59697,20,45,9.91,51.08,False,7741.0
7741500,19.9686,65.10766,20,45,9.91,51.08,False,7741.5
7742000,19.9894,53.62141,20,45,9.91,51.08,False,7742.0
